Ürün Adı,Fiyat,Ekran Boyutu,Dahili Depolama,Bellek (RAM),Batarya Kapasitesi,Teknik Puan,Link
LG K8,,5.0 İnç,8 GB,1.5 GB,2125 mAh,18.0,https://www.epey.com/akilli-telefonlar/lg-k8-dual.html
Samsung Galaxy Grand 2,,5.2 İnç,8 GB,1.5 GB,2600 mAh,18.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-grand-2.html
Asus ZenFone 5,,5.0 İnç,8 GB,2 GB,2110 mAh,18.0,https://www.epey.com/akilli-telefonlar/asus-zenfone-5-a501cg-8gb.html
HTC One mini,,4.3 İnç,16 GB,1 GB,1800 mAh,18.0,https://www.epey.com/akilli-telefonlar/htc-one-mini.html
Casper VIA V4,,4.7 İnç,16 GB,1 GB,1800 mAh,18.0,https://www.epey.com/akilli-telefonlar/casper-via-v4.html
Huawei Honor 3C,,5.0 İnç,8 GB,2 GB,2300 mAh,18.0,https://www.epey.com/akilli-telefonlar/huawei-honor-3c.html
Samsung Galaxy Grand 2 Duo,,5.2 İnç,8 GB,1.5 GB,2600 mAh,18.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-grand-2-sm-g7102.html
Sony Xperia M2 Dual,,4.8 İnç,8 GB,1 GB,2330 mAh,18.0,https://www.epey.com/akilli-telefonlar/sony-xperia-m2-dual.html
Vestel Venus GO,959.21,5.0 İnç,8 GB,1 GB,2350 mAh,18.0,https://www.epey.com/akilli-telefonlar/vestel-venus-go.html
ZTE Blade A506,,5.2 İnç,16 GB,1 GB,2530 mAh,18.0,https://www.epey.com/akilli-telefonlar/zte-blade-a506.html
Vodafone Smart prime 6,,5.0 İnç,8 GB,1 GB,2500 mAh,17.0,https://www.epey.com/akilli-telefonlar/vodafone-smart-prime-6.html
Sunny SS01,,5.0 İnç,8 GB,1 GB,2000 mAh,17.0,https://www.epey.com/akilli-telefonlar/sunny-ss01.html
LG Spirit,,4.7 İnç,8 GB,1 GB,2100 mAh,17.0,https://www.epey.com/akilli-telefonlar/lg-spirit.html
Vsun Note,,5.5 İnç,8 GB,1 GB,3000 mAh,17.0,https://www.epey.com/akilli-telefonlar/vsun-note.html
Nokia Lumia 720,2259.0,4.3 İnç,8 GB,512 MB,2000 mAh,17.0,https://www.epey.com/akilli-telefonlar/nokia-lumia-720.html
Samsung Galaxy Grand Prime (Duos),,5.0 İnç,8 GB,1 GB,2600 mAh,17.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-grand-prime-sm-g530h.html
LG G Pro Lite,,5.5 İnç,8 GB,1 GB,3140 mAh,17.0,https://www.epey.com/akilli-telefonlar/lg-g-pro-lite.html
Vsun Race,,5.0 İnç,16 GB,2 GB,2250 mAh,17.0,https://www.epey.com/akilli-telefonlar/vsun-race.html
Fluo V,,5.0 İnç,8 GB,1 GB,2150 mAh,17.0,https://www.epey.com/akilli-telefonlar/fluo-v.html
Sony Xperia E4g,,4.7 İnç,8 GB,1 GB,2300 mAh,17.0,https://www.epey.com/akilli-telefonlar/sony-xperia-e4g.html
Samsung Galaxy J1 (2016) Duos,,4.5 İnç,8 GB,1 GB,2050 mAh,17.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j1-2016-duos-sm-j120h-ds.html
Prestigio Multiphone 5503 DUO,,5.0 İnç,4 GB,1 GB,4000 mAh,17.0,https://www.epey.com/akilli-telefonlar/prestigio-multiphone-5503-duo.html
Prestigio MultiPhone 5505 DUO,,5.0 İnç,8 GB,1 GB,2000 mAh,17.0,https://www.epey.com/akilli-telefonlar/prestigio-multiphone-5505-duo.html
BlackBerry Q5,,3.1 İnç,8 GB,2 GB,2180 mAh,17.0,https://www.epey.com/akilli-telefonlar/blackberry-q5.html
Motorola Moto G,,4.5 İnç,16 GB,1 GB,2070 mAh,17.0,https://www.epey.com/akilli-telefonlar/motorola-moto-g.html
General Mobile Discovery Quadro 4,,4.5 İnç,16 GB,1 GB,3000 mAh,17.0,https://www.epey.com/akilli-telefonlar/general-mobile-discovery-quadro-4.html
Alcatel 1,,5.0 İnç,8 GB,1 GB,2000 mAh,17.0,https://www.epey.com/akilli-telefonlar/alcatel-1.html
Samsung Galaxy J1 (2016),,4.5 İnç,8 GB,1 GB,2050 mAh,17.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j1-2016.html
Vestel Venus E2,,5.0 İnç,8 GB,1 GB,2230 mAh,17.0,https://www.epey.com/akilli-telefonlar/vestel-venus-e2.html
LG L90,,4.7 İnç,8 GB,1 GB,2540 mAh,17.0,https://www.epey.com/akilli-telefonlar/lg-l90.html
Casper VIA A3316,,4.5 İnç,16 GB,1 GB,2100 mAh,17.0,https://www.epey.com/akilli-telefonlar/casper-via-a3316.html
LG L90,,4.7 İnç,8 GB,1 GB,2540 mAh,17.0,https://www.epey.com/akilli-telefonlar/lg-l90-dual.html
Asus ZenFone 5 Lite (A502CG),,5.0 İnç,8 GB,1 GB,2500 mAh,17.0,https://www.epey.com/akilli-telefonlar/asus-zenfone-5-lite.html
Alcatel OneTouch Pop Star,,5.0 İnç,8 GB,1 GB,2000 mAh,17.0,https://www.epey.com/akilli-telefonlar/alcatel-onetouch-pop-star.html
Huawei Y5II,,5.0 İnç,8 GB,1 GB,2200 mAh,17.0,https://www.epey.com/akilli-telefonlar/huawei-y5ii.html
Doogee Valencia DG800,,4.5 İnç,8 GB,1 GB,2000 mAh,17.0,https://www.epey.com/akilli-telefonlar/doogee-valencia-dg800.html
Escort Joye ES501,,5.0 İnç,16 GB,1 GB,2250 mAh,17.0,https://www.epey.com/akilli-telefonlar/escort-joye-es501.html
Alcatel 1 2019,929.07,5.0 İnç,8 GB,1 GB,2000 mAh,17.0,https://www.epey.com/akilli-telefonlar/alcatel-1-2019.html
HTC Desire 601,,4.5 İnç,8 GB,1 GB,2100 mAh,17.0,https://www.epey.com/akilli-telefonlar/htc-desire-601.html
Huawei Y6,,5.0 İnç,8 GB,1 GB,2200 mAh,17.0,https://www.epey.com/akilli-telefonlar/huawei-y6.html
Piranha Zen,,5.0 İnç,8 GB,1 GB,2000 mAh,17.0,https://www.epey.com/akilli-telefonlar/piranha-zen.html
Prestigio Multiphone 5455 DUO,,4.5 İnç,4 GB,1 GB,2400 mAh,17.0,https://www.epey.com/akilli-telefonlar/prestigio-multiphone-5455-duo.html
Samsung Galaxy J1 (2016) Duos,,4.5 İnç,8 GB,1 GB,2050 mAh,17.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j1-2016-duos.html
Dark Evo P60,,6.0 İnç,8 GB,1 GB,2700 mAh,17.0,https://www.epey.com/akilli-telefonlar/dark-evo-p60.html
Huawei Ascend G700,,5.0 İnç,8 GB,2 GB,2150 mAh,17.0,https://www.epey.com/akilli-telefonlar/huawei-ascend-g700.html
Sony Xperia E4,2099.0,5.0 İnç,8 GB,1 GB,2300 mAh,16.0,https://www.epey.com/akilli-telefonlar/sony-xperia-e4.html
Samsung Galaxy Grand Prime,,5.0 İnç,8 GB,1 GB,2600 mAh,16.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-grand-prime-ve-sm-g531h-ds.html
LG Bello 2,,5.0 İnç,8 GB,1 GB,2540 mAh,16.0,https://www.epey.com/akilli-telefonlar/lg-bello-2.html
HTC One SV,,4.3 İnç,8 GB,1 GB,1800 mAh,16.0,https://www.epey.com/akilli-telefonlar/htc-one-sv.html
HTC Desire 616 Dual SIM,,5.0 İnç,4 GB,1 GB,2000 mAh,16.0,https://www.epey.com/akilli-telefonlar/htc-desire-616-dual-sim.html
Gigabyte GSmart Akta A4,,5.0 İnç,8 GB,1 GB,1800 mAh,16.0,https://www.epey.com/akilli-telefonlar/gigabyte-gsmart-akta-a4.html
Microsoft Lumia 550,,4.7 İnç,8 GB,1 GB,2100 mAh,16.0,https://www.epey.com/akilli-telefonlar/microsoft-lumia-550.html
Apple iPhone 4,,3.5 İnç,32 GB,512 MB,1420 mAh,16.0,https://www.epey.com/akilli-telefonlar/apple-iphone-4-32gb.html
Piranha IQ Pro S,,5.0 İnç,8 GB,1 GB,2000 mAh,16.0,https://www.epey.com/akilli-telefonlar/piranha-iq-pro-s.html
Piranha IQ Pro G,,5.0 İnç,8 GB,1 GB,2000 mAh,16.0,https://www.epey.com/akilli-telefonlar/piranha-iq-pro-g.html
Vodafone Smart 4 power,,5.0 İnç,4 GB,1 GB,3000 mAh,16.0,https://www.epey.com/akilli-telefonlar/vodafone-smart-4-power.html
Apple iPhone 4s,,3.5 İnç,16 GB,512 MB,1432 mAh,16.0,https://www.epey.com/akilli-telefonlar/apple-iphone-4s-16gb.html
Samsung Galaxy J1 Ace Neo,,4.3 İnç,8 GB,1 GB,1900 mAh,16.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j1-ace-neo.html
Samsung Galaxy J1 Ace (2016),,4.3 İnç,8 GB,1 GB,1900 mAh,16.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j1-ace-2016.html
Sony Xperia E4 Dual,,5.0 İnç,8 GB,1 GB,2300 mAh,16.0,https://www.epey.com/akilli-telefonlar/sony-xperia-e4-dual.html
LG K7,,5.0 İnç,8 GB,1 GB,2125 mAh,16.0,https://www.epey.com/akilli-telefonlar/lg-k7-x210ds.html
LG K5,,5.0 İnç,8 GB,1 GB,1900 mAh,16.0,https://www.epey.com/akilli-telefonlar/lg-k5.html
Casper VIA A3216,,4.7 İnç,16 GB,1 GB,2000 mAh,16.0,https://www.epey.com/akilli-telefonlar/casper-via-a3216.html
ZTE Blade A520,,5.0 İnç,8 GB,1 GB,2400 mAh,16.0,https://www.epey.com/akilli-telefonlar/zte-blade-a520.html
HTC Desire 626s,,5.0 İnç,8 GB,1 GB,2000 mAh,16.0,https://www.epey.com/akilli-telefonlar/htc-desire-626s.html
HTC Desire 526G dual sim,,4.7 İnç,8 GB,1 GB,2000 mAh,16.0,https://www.epey.com/akilli-telefonlar/htc-desire-526g-dual-sim.html
TP-Link Neffos C5A,,5.0 İnç,8 GB,1 GB,2300 mAh,16.0,https://www.epey.com/akilli-telefonlar/neffos-c5a.html
Huawei Ascend P1,,4.3 İnç,4 GB,1 GB,1670 mAh,16.0,https://www.epey.com/akilli-telefonlar/huawei-ascend-p1.html
CAT B15Q,,4.0 İnç,4 GB,1 GB,2000 mAh,16.0,https://www.epey.com/akilli-telefonlar/cat-b15q.html
Samsung Galaxy Grand,,5.0 İnç,8 GB,1 GB,2100 mAh,16.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-grand.html
Microsoft Lumia 540 Dual SIM,,5.0 İnç,8 GB,1 GB,2200 mAh,16.0,https://www.epey.com/akilli-telefonlar/microsoft-lumia-540-dual-sim.html
UTOO N60,,6.0 İnç,8 GB,1 GB,2500 mAh,16.0,https://www.epey.com/akilli-telefonlar/utoo-n60.html
Samsung Galaxy S3 Mini,,4.0 İnç,8 GB,1 GB,1500 mAh,14.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-s3-mini-value-edition.html
Lenovo Vibe C,,5.0 İnç,8 GB,1 GB,2300 mAh,14.0,https://www.epey.com/akilli-telefonlar/lenovo-vibe-c.html
TP-LINK Neffos Y5L,,4.5 İnç,8 GB,1 GB,2020 mAh,14.0,https://www.epey.com/akilli-telefonlar/tp-link-neffos-y5l.html
Samsung Galaxy Core Prime,,4.5 İnç,8 GB,1 GB,2000 mAh,14.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-core-prime.html
Nokia Lumia 630,,4.5 İnç,8 GB,512 MB,1830 mAh,14.0,https://www.epey.com/akilli-telefonlar/nokia-lumia-630.html
HTC Desire 500,,4.3 İnç,4 GB,1 GB,1800 mAh,14.0,https://www.epey.com/akilli-telefonlar/htc-desire-500.html
Lenovo A2010,,4.5 İnç,8 GB,1 GB,2000 mAh,14.0,https://www.epey.com/akilli-telefonlar/lenovo-a2010.html
Huawei Y5C (Honor Bee),,4.5 İnç,8 GB,1 GB,1730 mAh,14.0,https://www.epey.com/akilli-telefonlar/huawei-honor-bee.html
Samsung Galaxy J1 mini,,4.0 İnç,8 GB,1 GB,1500 mAh,14.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j1-mini.html
Huawei Ascend G730,,5.5 İnç,4 GB,1 GB,2300 mAh,14.0,https://www.epey.com/akilli-telefonlar/huawei-ascend-g730.html
Samsung Galaxy J1 mini,,4.0 İnç,8 GB,768 MB,1500 mAh,14.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j1-mini-sm-j105h.html
Samsung Galaxy J1 mini Prime,859.0,4.0 İnç,8 GB,1 GB,1500 mAh,14.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j1-mini-prime-sm-j106h-ds.html
Apple iPhone 4,,3.5 İnç,16 GB,512 MB,1420 mAh,14.0,https://www.epey.com/akilli-telefonlar/apple-iphone-4-16gb.html
Samsung Galaxy J1 mini Prime,,4.0 İnç,8 GB,1 GB,1500 mAh,14.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j1-mini-prime.html
Sony Xperia sola,,3.7 İnç,8 GB,512 MB,1320 mAh,14.0,https://www.epey.com/akilli-telefonlar/sony-xperia-sola.html
Sony Xperia M,,4.0 İnç,4 GB,1 GB,1750 mAh,14.0,https://www.epey.com/akilli-telefonlar/sony-xperia-m.html
Asus A400CG (Zenfone 4),,4.0 İnç,4 GB,1 GB,1600 mAh,14.0,https://www.epey.com/akilli-telefonlar/asus-a400cg.html
LG K3,,4.5 İnç,8 GB,1 GB,1940 mAh,14.0,https://www.epey.com/akilli-telefonlar/lg-k3.html
LG Optimus L7 II,,4.3 İnç,4 GB,768 MB,2460 mAh,14.0,https://www.epey.com/akilli-telefonlar/lg-optimus-l7-ii.html
Samsung Galaxy Grand Neo,999.0,5.0 İnç,8 GB,1 GB,2100 mAh,13.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-grand-neo.html
Prestigio MultiPhone 8500 DUO Windows,,5.0 İnç,8 GB,1 GB,2000 mAh,13.0,https://www.epey.com/akilli-telefonlar/prestigio-multiphone-8500-duo-windows.html
Nokia Lumia 620,2059.0,3.8 İnç,8 GB,512 MB,1300 mAh,13.0,https://www.epey.com/akilli-telefonlar/nokia-lumia-620.html
Samsung Galaxy S Advance,,4.0 İnç,8 GB,768 MB,1500 mAh,13.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-s-advance.html
Lenovo Vibe B,,4.5 İnç,8 GB,1 GB,2000 mAh,13.0,https://www.epey.com/akilli-telefonlar/lenovo-b.html
Nokia Lumia 525,,4.0 İnç,8 GB,1 GB,1430 mAh,13.0,https://www.epey.com/akilli-telefonlar/nokia-lumia-525.html
Samsung Galaxy Win,,4.7 İnç,8 GB,1 GB,2000 mAh,13.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-win.html
Samsung Galaxy J1,,4.3 İnç,4 GB,768 MB,1850 mAh,13.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j1-4g.html
Prestigio MultiPhone 5504 DUO,,5.0 İnç,8 GB,1 GB,1950 mAh,13.0,https://www.epey.com/akilli-telefonlar/prestigio-multiphone-5504-duo.html
Prestigio MultiPhone 5300 DUO,,5.3 İnç,4 GB,1 GB,2100 mAh,13.0,https://www.epey.com/akilli-telefonlar/prestigio-multiphone-5300-duo.html
LG L70+,,4.5 İnç,4 GB,1 GB,1900 mAh,13.0,https://www.epey.com/akilli-telefonlar/lg-l70-plus-l-fino.html
Huawei Ascend G610,,5.0 İnç,4 GB,1 GB,2150 mAh,13.0,https://www.epey.com/akilli-telefonlar/huawei-ascend-g610.html
General Mobile Discovery,,4.7 İnç,4 GB,1 GB,1800 mAh,15.0,https://www.epey.com/akilli-telefonlar/general-mobile-discovery.html
Reeder P8C,,5.5 İnç,8 GB,1 GB,2350 mAh,15.0,https://www.epey.com/akilli-telefonlar/reeder-p8c.html
Casper VIA A6108,,4.7 İnç,8 GB,1 GB,1900 mAh,15.0,https://www.epey.com/akilli-telefonlar/casper-via-a6108.html
Huawei SnapTo,,5.0 İnç,8 GB,1 GB,2200 mAh,15.0,https://www.epey.com/akilli-telefonlar/huawei-snapto.html
Motorola Moto E (2015),,4.5 İnç,8 GB,1 GB,2390 mAh,15.0,https://www.epey.com/akilli-telefonlar/motorola-moto-e-2015.html
Alcatel U5,1495.0,5.0 İnç,8 GB,1 GB,2050 mAh,15.0,https://www.epey.com/akilli-telefonlar/alcatel-u5.html
Lenovo S580,,5.0 İnç,8 GB,1 GB,2150 mAh,15.0,https://www.epey.com/akilli-telefonlar/lenovo-s580.html
Vestel Venus 5.0 X,,5.0 İnç,8 GB,1 GB,2200 mAh,15.0,https://www.epey.com/akilli-telefonlar/vestel-venus-5-0-x.html
TP-LINK Neffos C5L,,4.5 İnç,8 GB,1 GB,2000 mAh,15.0,https://www.epey.com/akilli-telefonlar/tp-link-neffos-c5l.html
Vestel Venus 5.0 V,,5.0 İnç,8 GB,1 GB,2200 mAh,15.0,https://www.epey.com/akilli-telefonlar/vestel-venus-5-0-v.html
Nokia Lumia 625,,4.7 İnç,8 GB,512 MB,2000 mAh,15.0,https://www.epey.com/akilli-telefonlar/nokia-lumia-625.html
Microsoft Lumia 535,,5.0 İnç,8 GB,1 GB,1905 mAh,15.0,https://www.epey.com/akilli-telefonlar/microsoft-lumia-535.html
LG L80+ (L Bello),,5.0 İnç,8 GB,1 GB,2540 mAh,15.0,https://www.epey.com/akilli-telefonlar/lg-l80-plus-l-bello.html
Doogee Turbo Mini F1,,4.5 İnç,8 GB,1 GB,1700 mAh,15.0,https://www.epey.com/akilli-telefonlar/doogee-turbo-mini-f1.html
HTC Desire 526,,4.7 İnç,8 GB,1.5 GB,2000 mAh,15.0,https://www.epey.com/akilli-telefonlar/htc-desire-526.html
Sony Xperia L,,4.3 İnç,8 GB,1 GB,1750 mAh,15.0,https://www.epey.com/akilli-telefonlar/sony-xperia-l.html
General Mobile Discovery 2 Mini,,4.5 İnç,8 GB,1 GB,1800 mAh,15.0,https://www.epey.com/akilli-telefonlar/general-mobile-discovery-2-mini.html
EvoBT RS6 Slim,,5.0 İnç,16 GB,1 GB,2000 mAh,15.0,https://www.epey.com/akilli-telefonlar/evobt-rs6-slim.html
HTC Desire 510,,4.7 İnç,8 GB,1 GB,2100 mAh,15.0,https://www.epey.com/akilli-telefonlar/htc-desire-510.html
LG Optimus L9,,4.7 İnç,4 GB,1 GB,2150 mAh,15.0,https://www.epey.com/akilli-telefonlar/lg-optimus-l9.html
Apple iPhone 4s,,3.5 İnç,8 GB,512 MB,1432 mAh,15.0,https://www.epey.com/akilli-telefonlar/apple-iphone-4s.html
Dark Evo P55,,5.5 İnç,8 GB,1 GB,2400 mAh,15.0,https://www.epey.com/akilli-telefonlar/dark-evo-p55.html
Samsung Galaxy Core Prime,,4.5 İnç,8 GB,1 GB,2000 mAh,14.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-core-prime-value-edition.html
Asus ZenFone C,,4.5 İnç,8 GB,1 GB,2100 mAh,14.0,https://www.epey.com/akilli-telefonlar/asus-zenfone-c.html
HTC Desire 520,,4.5 İnç,8 GB,1 GB,2000 mAh,14.0,https://www.epey.com/akilli-telefonlar/htc-desire-520.html
Sony Xperia E3,,4.5 İnç,4 GB,1 GB,2330 mAh,14.0,https://www.epey.com/akilli-telefonlar/sony-xperia-e3.html
Prestigio MultiPhone 5044 DUO,,5.0 İnç,4 GB,1 GB,2000 mAh,14.0,https://www.epey.com/akilli-telefonlar/prestigio-multiphone-5044-duo.html
Samsung Galaxy S3 Mini,649.9,4.0 İnç,8 GB,1 GB,1500 mAh,14.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-s3-mini.html
Nokia Lumia 635,,4.5 İnç,8 GB,512 MB,1830 mAh,14.0,https://www.epey.com/akilli-telefonlar/nokia-lumia-635.html
Samsung Galaxy Grand Neo Plus,,5.0 İnç,8 GB,1 GB,2100 mAh,14.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-grand-neo-plus.html
LG K4 LTE,,4.5 İnç,8 GB,1 GB,1940 mAh,14.0,https://www.epey.com/akilli-telefonlar/lg-k4.html
ZTE Grand X,,4.3 İnç,4 GB,512 MB,1650 mAh,12.0,https://www.epey.com/akilli-telefonlar/zte-grand-x.html
Turkcell T40,,4.0 İnç,4 GB,1 GB,1600 mAh,12.0,https://www.epey.com/akilli-telefonlar/turkcell-t40.html
Prestigio Multiphone 5453 DUO,,4.5 İnç,8 GB,1 GB,1700 mAh,12.0,https://www.epey.com/akilli-telefonlar/prestigio-multiphone-5453-duo.html
Huawei Y3II,,4.5 İnç,8 GB,1 GB,2100 mAh,12.0,https://www.epey.com/akilli-telefonlar/huawei-y3ii.html
Samsung Galaxy Core 2 Duos,,4.5 İnç,4 GB,768 MB,2000 mAh,12.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-core-2-duos.html
Samsung Galaxy J1,,4.3 İnç,4 GB,512 MB,1850 mAh,11.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j1-3g.html
Prestigio MultiPhone 5400 DUO,,4.0 İnç,4 GB,512 MB,1700 mAh,11.0,https://www.epey.com/akilli-telefonlar/prestigio-multiphone-5400-duo.html
Alcatel OneTouch PIXI First,,4.0 İnç,4 GB,512 MB,1450 mAh,11.0,https://www.epey.com/akilli-telefonlar/alcatel-onetouch-pixi-first.html
Samsung Galaxy Ace 2,,3.8 İnç,4 GB,768 MB,1500 mAh,11.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-ace-2.html
Samsung Galaxy J1,,4.3 İnç,4 GB,512 MB,1850 mAh,11.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j1.html
VIAtech Andromeda X6,,5.0 İnç,4 GB,512 MB,2000 mAh,11.0,https://www.epey.com/akilli-telefonlar/viatech-andromeda-x6.html
Haier W858,,5.0 İnç,8 GB,1 GB,2200 mAh,11.0,https://www.epey.com/akilli-telefonlar/haier-w858.html
Nokia XL (Çift SIM),,5.0 İnç,4 GB,768 MB,2000 mAh,11.0,https://www.epey.com/akilli-telefonlar/nokia-xl.html
HTC Desire SV,,4.3 İnç,4 GB,768 MB,1620 mAh,11.0,https://www.epey.com/akilli-telefonlar/htc-desire-sv.html
Vestel Venus 4.5,,4.5 İnç,4 GB,512 MB,1600 mAh,11.0,https://www.epey.com/akilli-telefonlar/vestel-venus-4-5.html
Sony Xperia J,,4.0 İnç,4 GB,512 MB,1750 mAh,11.0,https://www.epey.com/akilli-telefonlar/sony-xperia-j.html
Prestigio MultiPhone 5450 Duo,,4.5 İnç,4 GB,512 MB,1500 mAh,11.0,https://www.epey.com/akilli-telefonlar/prestigio-multiphone-5450-duo.html
Huawei Ascend Y600,,5.0 İnç,4 GB,512 MB,2100 mAh,11.0,https://www.epey.com/akilli-telefonlar/huawei-ascend-y600.html
Gigabyte GSmart Rio R1,,4.0 İnç,4 GB,512 MB,1500 mAh,11.0,https://www.epey.com/akilli-telefonlar/gigabyte-gsmart-rio-r1.html
Samsung Galaxy Fame,,3.5 İnç,4 GB,512 MB,1300 mAh,11.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-fame.html
Sony Xperia U,,3.5 İnç,8 GB,512 MB,1320 mAh,11.0,https://www.epey.com/akilli-telefonlar/sony-xperia-u.html
Samsung Galaxy W,,3.7 İnç,4 GB,512 MB,1500 mAh,11.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-w.html
Sony Xperia E1,,4.0 İnç,4 GB,512 MB,1750 mAh,11.0,https://www.epey.com/akilli-telefonlar/sony-xperia-e1.html
Samsung Galaxy Ace 4,,4.0 İnç,4 GB,512 MB,1500 mAh,11.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-ace-4.html
LG Leon,,4.5 İnç,4 GB,768 MB,1900 mAh,11.0,https://www.epey.com/akilli-telefonlar/lg-leon.html
Samsung Galaxy Trend Lite,,4.0 İnç,4 GB,512 MB,1500 mAh,11.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-trend-lite.html
Avea inTouch 3,,4.5 İnç,4 GB,1 GB,1800 mAh,11.0,https://www.epey.com/akilli-telefonlar/avea-intouch-3.html
Prestigio MultiPhone 5500 DUO,,5.0 İnç,4 GB,512 MB,2000 mAh,11.0,https://www.epey.com/akilli-telefonlar/prestigio-multiphone-5500-duo.html
Dark Evo E40,,4.0 İnç,4 GB,512 MB,1500 mAh,11.0,https://www.epey.com/akilli-telefonlar/dark-evo-e40.html
HTC Desire C,,3.5 İnç,4 GB,512 MB,1230 mAh,10.0,https://www.epey.com/akilli-telefonlar/htc-desire-c.html
Samsung Galaxy Trend Lite Duos,,4.0 İnç,4 GB,512 MB,1500 mAh,10.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-trend-lite-duos.html
Samsung Galaxy Core Advance,,4.7 İnç,8 GB,1 GB,2000 mAh,13.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-core-advance.html
Nokia Lumia 520,,4.0 İnç,8 GB,512 MB,1430 mAh,13.0,https://www.epey.com/akilli-telefonlar/nokia-lumia-520.html
Samsung Galaxy J1 Ace,,4.3 İnç,4 GB,512 MB,1800 mAh,13.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-j1-ace.html
Lenovo A1000,,4.0 İnç,8 GB,1 GB,2050 mAh,13.0,https://www.epey.com/akilli-telefonlar/lenovo-a1000.html
HTC Desire 310,,4.5 İnç,4 GB,1 GB,2000 mAh,13.0,https://www.epey.com/akilli-telefonlar/htc-desire-310.html
Alcatel U3 2018,,4.0 İnç,4 GB,512 MB,1500 mAh,13.0,https://www.epey.com/akilli-telefonlar/alcatel-u3-2018.html
HTC Desire 516 Dual,,5.0 İnç,4 GB,1 GB,1950 mAh,13.0,https://www.epey.com/akilli-telefonlar/htc-desire-516-dual.html
HTC Desire 320,,4.5 İnç,4 GB,512 MB,2100 mAh,12.0,https://www.epey.com/akilli-telefonlar/htc-desire-320.html
HTC One V,,3.7 İnç,4 GB,512 MB,1500 mAh,12.0,https://www.epey.com/akilli-telefonlar/htc-one-v.html
Victor P1,,5.0 İnç,8 GB,1 GB,2500 mAh,12.0,https://www.epey.com/akilli-telefonlar/victor-p1.html
Samsung Galaxy Trend Plus,,4.0 İnç,4 GB,768 MB,1500 mAh,12.0,https://www.epey.com/akilli-telefonlar/samsung-galaxy-trend-plus.html
HTC Rio Windows Phone 8S,,4.0 İnç,4 GB,512 MB,1700 mAh,12.0,https://www.epey.com/akilli-telefonlar/htc-windows-phone-8s.html
Apple iPhone 4,,3.5 İnç,8 GB,512 MB,1420 mAh,12.0,https://www.epey.com/akilli-telefonlar/apple-iphone-4.html
Quatro Mobile T1461,,5.0 İnç,8 GB,1 GB,1650 mAh,12.0,https://www.epey.com/akilli-telefonlar/quatro-mobile-t1461.html
Fly Evo Chic 1 IQ4405,,4.5 İnç,4 GB,1 GB,1800 mAh,12.0,https://www.epey.com/akilli-telefonlar/fly-evo-chic-1-iq4405.html
Microsoft Lumia 532,,4.0 İnç,8 GB,1 GB,1560 mAh,12.0,https://www.epey.com/akilli-telefonlar/microsoft-lumia-532.html
LG L70,,4.5 İnç,4 GB,1 GB,2100 mAh,12.0,https://www.epey.com/akilli-telefonlar/lg-l70.html
LG Optimus L7,,4.3 İnç,4 GB,512 MB,1700 mAh,12.0,https://www.epey.com/akilli-telefonlar/lg-optimus-l7.html
LG Leon,,4.5 İnç,8 GB,1 GB,1900 mAh,12.0,https://www.epey.com/akilli-telefonlar/lg-leon-4g.html
Prestigio MultiPhone 5501 DUO,,5.0 İnç,4 GB,512 MB,2000 mAh,12.0,https://www.epey.com/akilli-telefonlar/prestigio-multiphone-5501-duo.html
Reeder P6,,6.0 İnç,8 GB,1 GB,2800 mAh,12.0,https://www.epey.com/akilli-telefonlar/reeder-p6.html
